   1,  0.68649,  0.53586,  0.99873,  0.95489,62.5, -97022.555,    123.275, 200       59    9   55    3 2359         -1.000
   2,  0.67391,  0.52542,  0.99831,  0.93939,65.0, -96977.486,    147.855, 200       57   10   56    4 2358         -1.000
   3,  0.66486,  0.51899,  0.99788,  0.92481,66.5, -96678.380,    128.336, 200       57    9   57    5 2357         -1.000
   4,  0.66310,  0.52542,  0.99704,  0.89855,68.0, -97134.576,    141.021, 200       57   10   56    7 2355         -1.000
   5,  0.63128,  0.49345,  0.99661,  0.87597,74.5, -96930.404,    135.221, 200       48   17   58    8 2354         -1.000
   6,  0.67742,  0.52941,  0.99831,  0.94030,64.0, -97197.712,    137.834, 200       59    8   56    4 2358         -1.000
   7,  0.65217,  0.50847,  0.99746,  0.90909,69.0, -97148.752,    137.172, 200       55   10   58    6 2356         -1.000
   8,  0.66489,  0.52743,  0.99704,  0.89928,67.5, -96855.577,    136.554, 200       58    9   56    7 2355         -1.000
   9,  0.66851,  0.52381,  0.99788,  0.92366,67.5, -97178.379,    146.503, 200       53   15   55    5 2357         -1.000
  10,  0.67914,  0.54506,  0.99704,  0.90071,66.5, -96669.241,    133.766, 200       57   13   53    7 2355         -1.000
Avg,  0.66618,  0.52333,  0.99763,  0.91667,67.100, -96979.306,    136.754,200.000,        NaN
Std,  0.01483,  0.01351,  0.00066,  0.02291,3.089,    186.124,      7.083,  0.000,        NaN
