1,0.64815,0.625,0.98896,0.67308,38,-53762.225,242.103,52,35,21,17,1523,-1
2,0.62963,0.62963,0.98703,0.62963,40,-53798.65,254.941,54,34,20,20,1522,-1
3,0.66055,0.67925,0.98704,0.64286,38,-53507.817,263.579,56,36,17,20,1523,-1
4,0.66667,0.66071,0.98831,0.67273,38,-53474.011,248.022,55,37,19,18,1522,-1
5,0.62963,0.64151,0.98639,0.61818,40,-53546.818,255.48,55,34,19,21,1522,-1
6,0.69643,0.68421,0.9896,0.70909,34,-53371.299,251.29,55,39,18,16,1523,-1
7,0.65487,0.66071,0.98701,0.64912,39,-53870.687,259.835,57,37,19,20,1520,-1
8,0.67257,0.64407,0.98959,0.7037,37,-53955.486,250.542,54,38,21,16,1521,-1
9,0.72072,0.67797,0.99219,0.76923,32,-53905.96,237.308,52,40,19,12,1525,-1
10,0.6789,0.64912,0.99025,0.71154,35,-53666.327,238.824,52,37,20,15,1524,-1
Avg,0.66581,0.65522,0.98864,0.67792,37.1 ,-53685.928,250.192,54.2,       NaN,,,,
Std,0.02692,0.01978,0.00174,0.04372,2.6 ,192.119,8.303,1.661,       NaN,,,,
