   1,  0.58031,  0.65116,  0.98204,  0.52336,81.0, -10173.804,    861.045, 107,  56,  30,  51,2789,     -1.000
   2,  0.60513,  0.61458,  0.98587,  0.59596,77.0, -10167.905,    849.320, 105,  59,  37,  40,2790,     -1.000
   3,  0.59701,  0.66667,  0.98202,  0.54054,81.0, -10443.340,    900.547, 111,  60,  30,  51,2785,     -1.000
   4,  0.66667,  0.67677,  0.98762,  0.65686,67.0, -10200.177,    833.463, 104,  67,  32,  35,2792,     -1.000
   5,  0.60204,  0.63441,  0.98447,  0.57282,78.0, -10389.986,    850.663, 105,  59,  34,  44,2789,     -1.000
   6,  0.62626,  0.67391,  0.98447,  0.58491,74.0, -10123.907,    891.096, 108,  62,  30,  44,2790,     -1.000
   7,  0.67337,  0.69792,  0.98728,  0.65049,65.0, -10230.117,    838.833, 103,  67,  29,  36,2794,     -1.000
   8,  0.61053,  0.64444,  0.98519,  0.58000,74.0, -10240.330,    820.666, 102,  58,  32,  42,2794,     -1.000
   9,  0.54187,  0.61111,  0.97955,  0.48673,93.0, -10638.929,    932.256, 115,  55,  35,  58,2778,     -1.000
  10,  0.56410,  0.63218,  0.98133,  0.50926,85.0, -10475.250,    927.090, 110,  55,  32,  53,2786,     -1.000
Avg,  0.60673,  0.65032,  0.98398,  0.57009,77.500, -10308.375,    870.498,107.000,       NaN
Std,  0.03908,  0.02687,  0.00253,  0.05357,7.826,    160.100,     37.593,  3.847,       NaN
