   1,  0.56522,  0.54737,  0.98693,  0.58427,80.0,  -5372.723,    707.356,  89,  52,  43,  37,2794,     -1.000
   2,  0.56842,  0.58696,  0.98447,  0.55102,82.0,  -5351.701,    779.087,  98,  54,  38,  44,2790,     -1.000
   3,  0.55615,  0.57143,  0.98448,  0.54167,83.0,  -5318.597,    755.032,  96,  52,  39,  44,2791,     -1.000
   4,  0.49162,  0.48352,  0.98448,  0.50000,91.0,  -5204.828,    694.470,  88,  44,  47,  44,2791,     -1.000
   5,  0.56667,  0.57955,  0.98555,  0.55435,78.0,  -5689.532,    730.377,  92,  51,  37,  41,2797,     -1.000
   6,  0.52973,  0.54444,  0.98378,  0.51579,87.0,  -5587.151,    754.404,  95,  49,  41,  46,2790,     -1.000
   7,  0.56085,  0.53000,  0.98726,  0.59551,83.0,  -5344.925,    705.537,  91,  53,  47,  36,2790,     -1.000
   8,  0.47368,  0.51136,  0.97992,  0.44118,100.0,  -5470.195,    821.115, 102,  45,  43,  57,2781,     -1.000
   9,  0.56545,  0.55670,  0.98586,  0.57447,83.0,  -5477.497,    752.152,  94,  54,  43,  40,2789,     -1.000
  10,  0.55385,  0.60000,  0.98202,  0.51429,87.0,  -5332.658,    833.998, 105,  54,  36,  51,2785,     -1.000
Avg,  0.54316,  0.55113,  0.98448,  0.53725,85.400,  -5414.981,    753.353, 95.000,       NaN
Std,  0.03230,  0.03403,  0.00210,  0.04370,6.020,    135.243,     44.900,  5.196,       NaN
