   1,  0.66667,  0.73585,  0.98380,  0.60938,39.0,-153599.600,    220.296,  30,  39,  14,  25,1518,     -1.000
   2,  0.60177,  0.70833,  0.97997,  0.52308,45.0,-153354.725,    187.422,  25,  34,  14,  31,1517,     -1.000
   3,  0.58929,  0.71739,  0.97871,  0.50000,46.0,-153426.639,    188.516,  25,  33,  13,  33,1517,     -1.000
   4,  0.72414,  0.75000,  0.98831,  0.70000,32.0,-154247.408,    176.820,  23,  42,  14,  18,1522,     -1.000
   5,  0.61947,  0.74468,  0.97999,  0.53030,43.0,-153616.779,    190.616,  26,  35,  12,  31,1518,     -1.000
   6,  0.53704,  0.67442,  0.97682,  0.44615,50.0,-153683.964,    177.539,  24,  29,  14,  36,1517,     -1.000
   7,  0.60714,  0.75556,  0.97872,  0.50746,44.0,-153332.907,    198.576,  27,  34,  11,  33,1518,     -1.000
   8,  0.56140,  0.71111,  0.97614,  0.46377,50.0,-153728.140,    198.872,  27,  32,  13,  37,1514,     -1.000
   9,  0.68421,  0.76471,  0.98447,  0.61905,36.0,-153855.591,    186.758,  25,  39,  12,  24,1521,     -1.000
  10,  0.63717,  0.72000,  0.98254,  0.57143,41.0,-154177.501,    154.061,  23,  36,  14,  27,1519,     -1.000
Avg,  0.62283,  0.72820,  0.98095,  0.54706,42.600,-153702.325,    187.948, 25.500,       NaN
Std,  0.05396,  0.02579,  0.00359,  0.07403,5.481,    299.762,     16.335,  2.012,       NaN
