1,0.47898,0.50877,0.99217,0.45248,371.5,-303843.386,17406.014, 200      135   49  154  193 24445         -1.000,
2,0.44733,0.49839,0.99079,0.40576,410,-306110.694,17519.223, 200      128   54  156  227 24411         -1.000,
3,0.49928,0.5552,0.99152,0.45359,373.5,-302143.586,17403.967, 200      148   51  139  209 24429         -1.000,
4,0.47548,0.51282,0.99184,0.44321,379,-307119.572,17507.491, 200      134   52  152  201 24437         -1.000,
5,0.44828,0.48148,0.9916,0.41935,395.5,-307776.097,17435.509, 200      122   55  161  207 24431         -1.000,
6,0.43172,0.47267,0.99095,0.3973,414,-304193.262,17447.649, 200      120   54  164  223 24415         -1.000,
7,0.43445,0.456,0.99184,0.41485,396.5,-303774.235,17515.09, 200      117   51  170  201 24437         -1.000,
8,0.46165,0.50245,0.99164,0.42698,390.5,-306543.114,17393.415, 200      121   65  152  206 24432         -1.000,
9,0.46266,0.50641,0.99135,0.42588,393,-304254.873,17495.448, 200      132   52  154  213 24425         -1.000,
10,0.44853,0.49114,0.99119,0.41272,402.5,-308163.264,17502.668, 200      125   55  158  217 24421         -1.000,
Avg,0.45884,0.49853,0.99149,0.42521,392.6,-305392.208,17462.647,200,        NaN
Std,0.02005,0.02534,0.0004,0.01825,13.718,1910.17,48.005,0,        NaN
