   1,  0.71921,  0.68868,  0.99147,  0.75258,63.0, -29707.310,    125.951, 200,  67,  12,  33 ,  24 ,2790  ,       -1.000
   2,  0.69194,  0.68224,  0.98898,  0.70192,70.0, -29606.603,    134.507, 200,  68,  10,  34 ,  31 ,2783  ,       -1.000
   3,  0.67308,  0.64815,  0.98934,  0.70000,72.0, -29835.942,    132.556, 200,  66,   8,  38 ,  30 ,2784  ,       -1.000
   4,  0.61538,  0.61538,  0.98579,  0.61538,88.0, -30459.859,    134.080, 200,  56,  16,  40 ,  40 ,2774  ,       -1.000
   5,  0.69048,  0.70732,  0.98756,  0.67442,74.5, -30313.578,    136.399, 200,  63,  19,  30 ,  35 ,2779  ,       -1.000
   6,  0.74648,  0.73953,  0.99076,  0.75355,58.5, -29811.702,    129.380, 200,  75,   9,  28 ,  26 ,2788  ,       -1.000
   7,  0.65403,  0.63889,  0.98792,  0.66990,77.0, -29304.845,    130.737, 200,  65,   8,  39 ,  34 ,2780  ,       -1.000
   8,  0.64593,  0.64593,  0.98685,  0.64593,81.5, -29772.837,    131.384, 200,  60,  15,  37 ,  37 ,2777  ,       -1.000
   9,  0.61165,  0.60577,  0.98614,  0.61765,88.0, -29815.862,    137.309, 200,  55,  16,  41 ,  39 ,2775  ,       -1.000
  10,  0.64423,  0.64423,  0.98685,  0.64423,82.0, -29901.397,    131.137, 200,  59,  16,  37 ,  37 ,2777  ,       -1.000
Avg,  0.66924,  0.66161,  0.98817,  0.67756,75.450, -29852.994,    132.344,200.000,        NaN
Std,  0.04131,  0.03977,  0.00183,  0.04705,9.390,    312.244,      3.216,  0.000,        NaN
