   1,  0.76190,  0.62745,  0.99693,  0.96970,21.0, -15998.078,     40.065, 200,  31,   2,  19 ,   1 , 325  ,       -1.000
   2,  0.74074,  0.61224,  0.99387,  0.93750,24.0, -16041.111,     40.379, 200,  27,   6,  19 ,   2 , 324  ,       -1.000
   3,  0.75309,  0.62887,  0.99387,  0.93846,23.5, -16139.803,     46.247, 200,  27,   7,  18 ,   2 , 324  ,       -1.000
   4,  0.79762,  0.67677,  0.99693,  0.97101,19.5, -15979.560,     43.684, 200,  31,   5,  16 ,   1 , 325  ,       -1.000
   5,  0.76744,  0.64706,  0.99387,  0.94286,21.0, -16032.000,     45.174, 200,  32,   2,  18 ,   2 , 324  ,       -1.000
   6,  0.81395,  0.68627,  1.00000,  1.00000,17.0, -16174.723,     41.559, 200,  34,   2,  16 ,   0 , 326  ,       -1.000
   7,  0.75294,  0.62745,  0.99387,  0.94118,22.0, -16054.298,     47.815, 200,  31,   2,  19 ,   2 , 324  ,       -1.000
   8,  0.77108,  0.64000,  0.99693,  0.96970,21.0, -15959.790,     47.660, 200,  30,   4,  18 ,   1 , 325  ,       -1.000
   9,  0.78824,  0.66337,  0.99693,  0.97101,19.5, -16056.604,     44.499, 200,  32,   3,  17 ,   1 , 325  ,       -1.000
  10,  0.77647,  0.64706,  0.99693,  0.97059,20.0, -16094.073,     43.809, 200,  32,   2,  18 ,   1 , 325  ,       -1.000
Avg,  0.77235,  0.64565,  0.99601,  0.96120,20.850, -16053.004,     44.089,200.000,        NaN
Std,  0.02126,  0.02242,  0.00196,  0.01936,1.937,     64.601,      2.631,  0.000,        NaN
