   1,  0.46067,  0.47126,  0.98239,  0.45055,96.0,  -5369.740,    403.810,  44,  41,  46,  50,2789,     -1.000
   2,  0.43478,  0.48780,  0.97820,  0.39216,104.0,  -5350.468,    485.441,  54,  40,  42,  62,2782,     -1.000
   3,  0.46486,  0.48864,  0.98097,  0.44330,99.0,  -5352.657,    456.882,  50,  43,  45,  54,2784,     -1.000
   4,  0.26744,  0.31944,  0.97302,  0.23000,126.0,  -5215.783,    425.784,  48,  23,  49,  77,2777,     -1.000
   5,  0.50000,  0.54217,  0.98171,  0.46392,90.0,  -5684.350,    452.928,  47,  45,  38,  52,2791,     -1.000
   6,  0.42458,  0.45783,  0.97960,  0.39583,103.0,  -5575.353,    428.642,  47,  38,  45,  58,2785,     -1.000
   7,  0.44565,  0.47126,  0.98027,  0.42268,102.0,  -5313.711,    452.875,  49,  41,  46,  56,2783,     -1.000
   8,  0.44211,  0.48837,  0.97817,  0.40385,106.0,  -5461.336,    468.142,  52,  42,  44,  62,2778,     -1.000
   9,  0.30000,  0.35526,  0.97298,  0.25962,126.0,  -5520.929,    475.235,  52,  27,  49,  77,2773,     -1.000
  10,  0.47872,  0.52326,  0.97993,  0.44118,98.0,  -5362.268,    436.978,  48,  45,  41,  57,2783,     -1.000
Avg,  0.42188,  0.46053,  0.97872,  0.39031,105.000,  -5420.660,    448.672, 49.100,       NaN
Std,  0.07248,  0.06643,  0.00313,  0.07648,11.349,    131.961,     23.694,  2.809,       NaN
