   1,  0.77333,  0.82857,  0.98326,  0.72500,28.0, -30637.152,    305.796, 200       18   22    6   11  646         -1.000
   2,  0.83099,  0.85507,  0.98935,  0.80822,23.5, -30210.537,    302.898, 200       18   23    5    7  650         -1.000
   3,  0.81429,  0.85075,  0.98782,  0.78082,25.5, -30423.453,    303.916, 200       16   25    5    8  649         -1.000
   4,  0.84810,  0.87013,  0.98935,  0.82716,19.5, -31155.201,    304.360, 200       26   15    5    7  650         -1.000
   5,  0.87342,  0.87342,  0.99239,  0.87342,16.5, -30502.668,    297.356, 200       28   13    5    5  652         -1.000
   6,  0.89286,  0.92593,  0.99087,  0.86207,14.5, -30796.679,    302.404, 200       32   11    3    6  651         -1.000
   7,  0.86747,  0.90000,  0.98935,  0.83721,17.0, -29669.250,    307.623, 200       30   12    4    7  650         -1.000
   8,  0.82051,  0.86486,  0.98630,  0.78049,23.0, -30600.944,    306.249, 200       23   18    5    9  648         -1.000
   9,  0.80519,  0.83784,  0.98630,  0.77500,24.0, -30832.842,    307.424, 200       22   18    6    9  648         -1.000
  10,  0.82500,  0.84615,  0.98782,  0.80488,21.0, -30527.579,    307.783, 200       26   14    6    8  649         -1.000
Avg,  0.83512,  0.86527,  0.98828,  0.80743,21.250, -30535.630,    304.581,200.000,        NaN
Std,  0.03390,  0.02785,  0.00246,  0.04231,4.106,    377.486,      3.035,  0.000,        NaN
