   1,  0.68831,  0.55789,  0.99080,  0.89831,28.5, -16567.150,    126.323, 200       22    9   21    3  323         -1.000
   2,  0.69136,  0.58333,  0.98466,  0.84848,29.0, -16044.107,    126.669, 200       24    8   20    5  321         -1.000
   3,  0.67949,  0.55789,  0.98773,  0.86885,29.5, -16283.573,    128.891, 200       22    9   21    4  322         -1.000
   4,  0.71795,  0.58333,  0.99387,  0.93333,26.0, -16453.730,    126.778, 200       24    8   20    2  324         -1.000
   5,  0.66234,  0.56044,  0.98160,  0.80952,32.5, -16161.912,    127.210, 200       19   13   20    6  320         -1.000
   6,  0.71053,  0.58696,  0.99080,  0.90000,28.0, -16313.246,    125.419, 200       21   12   19    3  323         -1.000
   7,  0.71429,  0.57895,  0.99387,  0.93220,26.5, -16242.008,    125.164, 200       23    9   20    2  324         -1.000
   8,  0.70513,  0.57895,  0.99080,  0.90164,27.5, -15929.602,    127.223, 200       23    9   20    3  323         -1.000
   9,  0.69737,  0.55789,  0.99387,  0.92982,27.5, -16330.700,    128.602, 200       22    9   21    2  324         -1.000
  10,  0.70886,  0.58333,  0.99080,  0.90323,27.0, -16157.187,    128.826, 200       24    8   20    3  323         -1.000
Avg,  0.69756,  0.57290,  0.98988,  0.89254,28.200, -16248.321,    127.110,200.000,        NaN
Std,  0.01655,  0.01195,  0.00389,  0.03782,1.764,    177.535,      1.262,  0.000,        NaN
