1,0.92857,0.86667,1,1,1.5,-2264.464,6.752, 200        6    1    1    0   28         -1.000,
2,0.8,0.75,0.96429,0.85714,3,-2414.917,7.076, 200        6    0    2    1   27         -1.000,
3,0.93333,0.875,1,1,1,-2343.839,7.752, 200        7    0    1    0   28         -1.000,
4,1,1,1,1,0.5,-2381.475,6.761, 200        7    1    0    0   28         -1.000,
5,0.92857,0.86667,1,1,1.5,-2283.657,7.569, 200        6    1    1    0   28         -1.000,
6,0.92857,0.86667,1,1,1.5,-2293.441,7.522, 200        6    1    1    0   28         -1.000,
7,0.93333,0.875,1,1,1,-2231.947,7.972, 200        7    0    1    0   28         -1.000,
8,0.92857,0.86667,1,1,1.5,-2337.108,7.577, 200        6    1    1    0   28         -1.000,
9,0.92857,0.86667,1,1,1.5,-2262.794,6.876, 200        6    1    1    0   28         -1.000,
10,0.93333,0.875,1,1,1,-2278.818,6.804, 200        7    0    1    0   28         -1.000,
Avg,0.92429,0.87083,0.99643,0.98571,1.4,-2309.246,7.266,200,        NaN
Std,0.04639,0.05606,0.01071,0.04286,0.624,55.068,0.437,0,        NaN
