1,0.13576,0.10705,0.98448,0.18552,264.5,-42157.226,4855.203, 200       17    7  171   90 5710         -1.000,
2,0.12375,0.09763,0.98431,0.16895,267.5,-41468.594,4760.145, 200       13   11  171   91 5709         -1.000,
3,0.11628,0.09235,0.98379,0.15695,271.5,-42919.759,4781.483, 200       12   11  172   94 5706         -1.000,
4,0.14138,0.10818,0.98621,0.20398,254.5,-41441.666,4862.017, 200       15   11  169   80 5720         -1.000,
5,0.11565,0.08995,0.98483,0.1619,266,-42089.958,4870.389, 200       11   12  172   88 5712         -1.000,
6,0.14094,0.11053,0.985,0.19444,261,-41929.739,4837.048, 200       16   10  169   87 5713         -1.000,
7,0.10855,0.08661,0.98328,0.14537,275.5,-42416.407,4862.475, 200       12    9  174   97 5703         -1.000,
8,0.13589,0.10345,0.98638,0.19797,254.5,-40805.57,4830.353, 200       13   13  169   79 5721         -1.000,
9,0.15517,0.11749,0.9869,0.22843,248.5,-41359.419,4846.952, 200       19    7  169   76 5724         -1.000,
10,0.12081,0.09474,0.98448,0.16667,267,-41955.961,4890.468, 200       13   10  172   90 5710         -1.000,
Avg,0.12942,0.1008,0.98497,0.18102,263.05,-41854.43,4839.653,200,        NaN
Std,0.01388,0.00955,0.00111,0.02414,7.967,572.562,38.264,0,        NaN
