   1,  0.59155,  0.42857,  0.99693,  0.95455,32.0,  -8765.338,     71.316, NaN,  18,   6,  28,   1, 325,     -1.000
   2,  0.57143,  0.41667,  0.99387,  0.90909,34.0,  -8741.453,     66.958, NaN,  16,   8,  28,   2, 324,     -1.000
   3,  0.54286,  0.39583,  0.99080,  0.86364,36.0,  -8802.494,     62.743, NaN,  15,   8,  29,   3, 323,     -1.000
   4,  0.57143,  0.41667,  0.99387,  0.90909,34.0,  -8692.076,     60.510, NaN,  16,   8,  28,   2, 324,     -1.000
   5,  0.54286,  0.39583,  0.99080,  0.86364,36.0,  -8828.188,     58.197, NaN,  15,   8,  29,   3, 323,     -1.000
   6,  0.55072,  0.40426,  0.99080,  0.86364,36.0,  -8892.291,     70.510, NaN,  14,  10,  28,   3, 323,     -1.000
   7,  0.56522,  0.41053,  0.99387,  0.90698,34.5,  -8582.244,     74.318, NaN,  15,   9,  28,   2, 324,     -1.000
   8,  0.56944,  0.41414,  0.99387,  0.91111,33.5,  -8879.642,     71.308, NaN,  18,   5,  29,   2, 324,     -1.000
   9,  0.55072,  0.39583,  0.99387,  0.90476,35.0,  -8779.568,     66.836, NaN,  15,   8,  29,   2, 324,     -1.000
  10,  0.56338,  0.40816,  0.99387,  0.90909,34.0,  -8644.650,     68.060, NaN,  17,   6,  29,   2, 324,     -1.000
Avg,  0.56196,  0.40865,  0.99325,  0.89956,34.500,  -8760.794,     67.076,    NaN,       NaN
Std,  0.01451,  0.01035,  0.00184,  0.02717,1.225,     94.093,      4.918,    NaN,       NaN
