   1,  0.58407,  0.55932,  0.98627,  0.61111,54.0, -54218.532,    127.761, 200       26   14   26   21 1509         -1.000
   2,  0.49167,  0.47200,  0.98170,  0.51304,64.5, -54456.818,    140.128, 200       26    7   33   28 1502         -1.000
   3,  0.57273,  0.52066,  0.98824,  0.63636,52.5, -54069.027,    147.040, 200       26   11   29   18 1512         -1.000
   4,  0.53509,  0.50413,  0.98497,  0.57009,58.5, -54892.272,    146.012, 200       25   11   30   23 1507         -1.000
   5,  0.56303,  0.52756,  0.98562,  0.60360,54.5, -54551.424,    144.925, 200       31    5   30   22 1508         -1.000
   6,  0.53774,  0.47899,  0.98824,  0.61290,55.5, -54120.855,    196.772, 200       22   13   31   18 1512         -1.000
   7,  0.54206,  0.50000,  0.98693,  0.59184,57.0, -55103.363,    184.535, 200       21   16   29   20 1510         -1.000
   8,  0.60909,  0.54472,  0.99020,  0.69072,47.5, -54281.868,    144.890, 200       29    9   28   15 1515         -1.000
   9,  0.55263,  0.52066,  0.98562,  0.58879,56.5, -54967.147,    130.766, 200       26   11   29   22 1508         -1.000
  10,  0.67857,  0.63333,  0.99085,  0.73077,42.0, -53946.704,    149.469, 200       32   12   22   14 1516         -1.000
Avg,  0.56667,  0.52614,  0.98686,  0.61492,54.250, -54460.801,    151.230,200.000,        NaN
Std,  0.04789,  0.04395,  0.00254,  0.05777,5.798,    385.710,     20.986,  0.000,        NaN
