   1,  0.41341,  0.30833,  0.99069,  0.62712,108.0, -32925.234,    229.707, 200       34    6   83   22 2340         -1.000
   2,  0.39444,  0.29958,  0.98899,  0.57724,113.5, -32637.219,    203.943, 200       31    9   83   26 2336         -1.000
   3,  0.45055,  0.34167,  0.99111,  0.66129,103.0, -33087.743,    196.056, 200       38    6   79   21 2341         -1.000
   4,  0.39881,  0.28755,  0.99238,  0.65049,107.5, -33048.756,    195.400, 200       27   13   83   18 2344         -1.000
   5,  0.43407,  0.33054,  0.99026,  0.63200,106.5, -32992.902,    237.749, 200       36    7   80   23 2339         -1.000
   6,  0.37778,  0.28571,  0.98857,  0.55738,116.0, -32832.817,    207.083, 200       30    8   85   27 2335         -1.000
   7,  0.36313,  0.28139,  0.98688,  0.51181,121.5, -32663.091,    212.846, 200       25   15   83   31 2331         -1.000
   8,  0.41111,  0.31092,  0.98984,  0.60656,110.0, -32807.699,    217.428, 200       33    8   82   24 2338         -1.000
   9,  0.40782,  0.31330,  0.98899,  0.58400,112.5, -32879.469,    212.472, 200       30   13   80   26 2336         -1.000
  10,  0.41341,  0.31356,  0.98984,  0.60656,110.0, -32696.655,    221.655, 200       32   10   81   24 2338         -1.000
Avg,  0.40645,  0.30726,  0.98975,  0.60144,110.850, -32857.158,    213.434,200.000,        NaN
Std,  0.02394,  0.01843,  0.00144,  0.04301,5.010,    151.087,     13.032,  0.000,        NaN
