   1,  0.40506,  0.25806,  0.99784,  0.94118,51.0,  -7960.743,     15.771, 200       12    8   46    1  461         -1.000
   2,  0.45122,  0.29134,  1.00000,  1.00000,47.5,  -8115.668,     16.434, 200       16    5   45    0  462         -1.000
   3,  0.41250,  0.26400,  0.99784,  0.94286,50.5,  -8099.601,     15.553, 200       13    7   46    1  461         -1.000
   4,  0.41975,  0.26984,  0.99784,  0.94444,50.0,  -8117.265,     15.251, 200       14    6   46    1  461         -1.000
   5,  0.37975,  0.24194,  0.99567,  0.88235,53.0,  -8267.289,     15.969, 200       11    8   47    2  460         -1.000
   6,  0.42500,  0.26984,  1.00000,  1.00000,49.0,  -8152.450,     15.497, 200       14    6   46    0  462         -1.000
   7,  0.44304,  0.28455,  1.00000,  1.00000,48.5,  -8076.238,     14.976, 200       13    9   44    0  462         -1.000
   8,  0.44444,  0.28571,  1.00000,  1.00000,48.0,  -8107.633,     15.343, 200       15    6   45    0  462         -1.000
   9,  0.43902,  0.28571,  0.99784,  0.94737,49.0,  -8124.745,     15.041, 200       15    6   45    1  461         -1.000
  10,  0.37179,  0.23577,  0.99567,  0.87879,53.5,  -8095.549,     15.156, 200       10    9   47    2  460         -1.000
Avg,  0.41916,  0.26868,  0.99827,  0.95370,50.000,  -8111.718,     15.499,200.000,        NaN
Std,  0.02590,  0.01811,  0.00162,  0.04436,1.924,     71.102,      0.431,  0.000,        NaN
