1,0.93182,0.93182,0.99543,0.93182,8,-29761.219,70.191,200,39,4,3,3,654,-1
2,0.93023,0.90909,0.99696,0.95238,8,-29452.589,66.547,200,38,4,4,2,655,-1
3,0.85882,0.87952,0.98935,0.83908,16.5,-29978.498,71.36,200,32,9,5,7,650,-1
4,0.89024,0.87952,0.99391,0.90123,13.5,-30580.744,63.86,200,32,9,5,4,653,-1
5,0.96552,0.95455,0.99848,0.97674,5,-30099.399,69.088,200,40,4,2,1,656,-1
6,0.88764,0.90805,0.99087,0.86813,12.5,-30370.005,68.849,200,37,5,4,6,651,-1
7,0.89888,0.88889,0.99391,0.90909,10,-29626.16,67.718,200,39,2,5,4,653,-1
8,0.92771,0.92771,0.99543,0.92771,10.5,-29612.588,70.372,200,34,9,3,3,654,-1
9,0.96552,0.95455,0.99848,0.97674,5,-29806.051,68.586,200,40,4,2,1,656,-1
10,0.89412,0.88372,0.99391,0.90476,12,-30377.975,66.488,200,35,6,5,4,653,-1
Avg,0.91505,0.91174,0.99467,0.91877,10.1,-29966.523,68.306,200,        NaN,,,,,
Std,0.03316,0.0278,0.00283,0.04197,3.506,360.597,2.113,0,        NaN,,,,,
