1,0.73494,0.60396,0.99387,0.93846,23.5,-16074.842,175.591, 200       29    3   20    2  324         -1.000,
2,0.64935,0.54348,0.9816,0.80645,33,-16219.969,175.807, 200       19   12   21    6  320         -1.000,
3,0.68605,0.58416,0.9816,0.83099,28.5,-16489.603,192.918, 200       28    3   21    6  320         -1.000,
4,0.6506,0.55102,0.97853,0.79412,32,-16353.534,179.47, 200       24    6   22    7  319         -1.000,
5,0.70238,0.58416,0.98773,0.8806,26.5,-16171.616,185.67, 200       28    3   21    4  322         -1.000,
6,0.72941,0.62,0.98773,0.88571,25,-16406.219,178.089, 200       29    4   19    4  322         -1.000,
7,0.72619,0.60396,0.9908,0.91045,24.5,-16100.514,177.689, 200       29    3   20    3  323         -1.000,
8,0.57317,0.48454,0.96933,0.70149,38.5,-16046.866,176.785, 200       20    7   25   10  316         -1.000,
9,0.74699,0.63265,0.9908,0.91176,24,-16471.285,187.47, 200       28    6   18    3  323         -1.000,
10,0.74699,0.62,0.99387,0.93939,23,-16124.922,188.895, 200       29    4   19    2  324         -1.000,
Avg,0.69461,0.58279,0.98558,0.85994,27.85,-16245.937,181.838,200,        NaN
Std,0.05309,0.04285,0.00739,0.07207,4.858,160.722,5.973,0,        NaN
