1,0.58716,0.51613,0.9902,0.68085,49,-28240.36,472.882, 200       28    8   30   15 1515         -1.000,
2,0.51648,0.43119,0.9915,0.64384,55.5,-28756.649,477.319, 200       12   23   31   13 1517         -1.000,
3,0.50485,0.44068,0.98824,0.59091,58,-28558.172,475.295, 200       19   14   33   18 1512         -1.000,
4,0.5566,0.47967,0.9902,0.66292,51.5,-28419.952,439.1, 200       25    9   32   15 1515         -1.000,
5,0.58095,0.50413,0.99085,0.68539,49.5,-28091.879,463.526, 200       25   11   30   14 1516         -1.000,
6,0.50943,0.44262,0.98824,0.6,57,-28131.847,487.607, 200       22   10   34   18 1512         -1.000,
7,0.54054,0.48387,0.98758,0.61224,55,-28742.196,464.906, 200       26    8   32   19 1511         -1.000,
8,0.45361,0.39286,0.98758,0.53659,63,-28703.015,476.788, 200       12   20   34   19 1511         -1.000,
9,0.50485,0.43333,0.98889,0.60465,57,-28531.774,472.866, 200       20   12   34   17 1513         -1.000,
10,0.51485,0.44068,0.98954,0.61905,56,-28274.075,471.244, 200       19   14   33   16 1514         -1.000,
Avg,0.52693,0.45652,0.98928,0.62364,55.15,-28444.992,470.153,200,        NaN
Std,0.03811,0.0361,0.00131,0.04331,4.007,238.084,12.158,0,        NaN
