1,0.49718,0.36975,0.99407,0.75862,93,-32823.32,579.39, 200       40    8   75   14 2348         -1.000,
2,0.54971,0.40171,0.99704,0.87037,83,-32511.572,558.042, 200       41   12   70    7 2355         -1.000,
3,0.52273,0.38983,0.99492,0.7931,89,-33015.637,559.823, 200       41   10   72   12 2350         -1.000,
4,0.53448,0.38912,0.99661,0.85321,84.5,-32947.26,570.711, 200       43    7   73    8 2354         -1.000,
5,0.52841,0.39574,0.99492,0.79487,88.5,-32844.961,604.141, 200       41   11   71   12 2350         -1.000,
6,0.51462,0.36975,0.99661,0.84615,87,-32708.39,573.04, 200       40    8   75    8 2354         -1.000,
7,0.51479,0.37339,0.99619,0.82857,88.5,-32481.791,572.236, 200       37   13   73    9 2353         -1.000,
8,0.51724,0.38462,0.99492,0.78947,90,-32677.572,571.981, 200       39   12   72   12 2350         -1.000,
9,0.49711,0.36441,0.99492,0.78182,92,-32729.688,611.687, 200       38   10   75   12 2350         -1.000,
10,0.55172,0.40678,0.99661,0.85714,83,-32595.807,546.038, 200       43   10   70    8 2354         -1.000,
Avg,0.5228,0.38451,0.99568,0.81733,87.85,-32733.6,574.709,200,        NaN
Std,0.01791,0.0139,0.00098,0.03636,3.309,167.669,18.998,0,        NaN
