1,0.42683,0.27559,0.99784,0.94595,49.5,-7971.945,135.127, 200       15    5   46    1  461         -1.000,
2,0.37037,0.2381,0.99351,0.83333,54,-8223.513,138.705, 200       12    6   48    3  459         -1.000,
3,0.37975,0.24194,0.99567,0.88235,53,-8138.171,134, 200       11    8   47    2  460         -1.000,
4,0.45349,0.29771,0.99784,0.95122,47.5,-8117.265,136.905, 200       19    1   46    1  461         -1.000,
5,0.38554,0.25,0.99351,0.84211,53,-8313.028,136.283, 200       14    4   48    3  459         -1.000,
6,0.42353,0.27692,0.99567,0.9,50,-8168.497,138.065, 200       17    2   47    2  460         -1.000,
7,0.43902,0.28571,0.99784,0.94737,49,-8076.677,136.902, 200       15    6   45    1  461         -1.000,
8,0.3875,0.248,0.99567,0.88571,52.5,-8158.575,135.886, 200       12    7   47    2  460         -1.000,
9,0.44578,0.29134,0.99784,0.94872,48.5,-8158.956,137.93, 200       16    5   45    1  461         -1.000,
10,0.37037,0.2381,0.99351,0.83333,54,-8120.044,135.055, 200       12    6   48    3  459         -1.000,
Avg,0.40822,0.26434,0.99589,0.89701,51.1,-8144.667,136.486,200,        NaN
Std,0.031,0.02222,0.0018,0.04692,2.322,84.488,1.426,0,        NaN
