   1,  0.55975,  0.54268,  0.99472,  0.57792,290.0, -50279.205,   9227.914, 200      168   20  150  130 24508         -1.000
   2,  0.53748,  0.52574,  0.99440,  0.54976,307.5, -50220.446,   9463.391, 200      151   35  152  138 24500         -1.000
   3,  0.54952,  0.52599,  0.99485,  0.57525,293.0, -50115.563,   9621.234, 200      161   22  155  127 24511         -1.000
   4,  0.57278,  0.55521,  0.99493,  0.59150,282.0, -50048.496,   8821.550, 200      169   24  145  125 24513         -1.000
   5,  0.56748,  0.54109,  0.99521,  0.59658,281.5, -50109.086,   9143.947, 200      159   31  148  118 24520         -1.000
   6,  0.52520,  0.50078,  0.99468,  0.55214,307.5, -50635.701,   9192.178, 200      146   31  161  131 24507         -1.000
   7,  0.57938,  0.55140,  0.99541,  0.61034,274.0, -50513.660,   8659.229, 200      160   34  144  113 24525         -1.000
   8,  0.58966,  0.56068,  0.99549,  0.62181,266.5, -49865.207,   9552.214, 200      170   25  143  111 24527         -1.000
   9,  0.58240,  0.56875,  0.99501,  0.59672,279.0, -50214.537,   9628.833, 200      164   36  138  123 24515         -1.000
  10,  0.55008,  0.54839,  0.99411,  0.55178,304.5, -49987.082,   9153.220, 200      166   25  147  145 24493         -1.000
Avg,  0.56137,  0.54207,  0.99488,  0.58238,288.550, -50198.898,   9246.371,200.000,        NaN
Std,  0.01971,  0.01895,  0.00041,  0.02411,13.698,    221.557,    312.265,  0.000,        NaN
