1,0.49074,0.44538,0.98562,0.54639,61.5,-54638.069,571.862, 200       20   13   33   22 1508         -1.000,
2,0.53211,0.48333,0.98693,0.59184,57,-54400.909,579.276, 200       23   12   31   20 1510         -1.000,
3,0.4569,0.424,0.98235,0.49533,66.5,-55026.327,578.592, 200       23    7   36   27 1503         -1.000,
4,0.48624,0.43802,0.98562,0.54639,61.5,-54699.185,592.286, 200       21   11   34   22 1508         -1.000,
5,0.5,0.45,0.98627,0.5625,60,-54761.769,577.007, 200       21   12   33   21 1509         -1.000,
6,0.65179,0.5935,0.99085,0.72277,43.5,-53903.621,577.56, 200       32    9   25   14 1516         -1.000,
7,0.48148,0.44068,0.98497,0.53061,63,-54434.257,596.654, 200       19   14   33   23 1507         -1.000,
8,0.5,0.44538,0.98693,0.56989,59.5,-55237.459,560.323, 200       20   13   33   20 1510         -1.000,
9,0.5566,0.50427,0.98824,0.62105,54.5,-54398.515,555.936, 200       22   15   29   18 1512         -1.000,
10,0.47222,0.42857,0.98497,0.52577,63.5,-54774.599,587.04, 200       19   13   34   23 1507         -1.000,
Avg,0.51281,0.46531,0.98627,0.57126,59.05,-54627.471,577.653,200,        NaN
Std,0.05374,0.04869,0.00213,0.06055,6.089,352.3,12.136,0,        NaN
