1,0.82418,0.74257,0.9908,0.92593,17.5,-44957.68,271.584, 200       36    3   13    3  323         -1.000,
2,0.79545,0.72917,0.98466,0.875,22,-45046.606,255.003, 200       31    8   13    5  321         -1.000,
3,0.76344,0.70297,0.97853,0.83529,23.5,-45005.226,271.423, 200       34    3   15    7  319         -1.000,
4,0.71429,0.64356,0.97546,0.80247,27.5,-44873.692,258.675, 200       31    3   18    8  318         -1.000,
5,0.71111,0.65306,0.97239,0.78049,29,-45460.095,283.801, 200       29    6   17    9  317         -1.000,
6,0.73034,0.68421,0.97239,0.78313,28.5,-46153.591,271.071, 200       28    9   15    9  317         -1.000,
7,0.70238,0.62105,0.97853,0.80822,29.5,-45391.289,270.586, 200       25    9   18    7  319         -1.000,
8,0.77419,0.70588,0.9816,0.85714,22,-45264.722,269.658, 200       35    2   15    6  320         -1.000,
9,0.83871,0.76471,0.9908,0.92857,16,-45595.494,259.781, 200       38    2   12    3  323         -1.000,
10,0.74725,0.68,0.97853,0.82927,25,-45164.839,271.918, 200       32    4   16    7  319         -1.000,
Avg,0.76013,0.69272,0.98037,0.84255,24.05,-45291.323,268.35,200,        NaN
Std,0.04542,0.04317,0.00632,0.051,4.508,363.136,7.941,0,        NaN
