1,0.71892,0.57082,0.99915,0.9708,58.5,-97061.716,1346.02, 200       60   13   50    2 2360         -1.000,
2,0.66667,0.52991,0.99704,0.89855,68,-96995.993,1421.922, 200       56   12   55    7 2355         -1.000,
3,0.70492,0.55365,0.99915,0.96992,60.5,-96718.58,1368.251, 200       58   13   52    2 2360         -1.000,
4,0.63388,0.49573,0.99661,0.87879,73,-97070.992,1420.572, 200       52   12   59    8 2354         -1.000,
5,0.68817,0.54237,0.99831,0.94118,63,-96822.657,1390.852, 200       59   10   54    4 2358         -1.000,
6,0.63333,0.49138,0.99704,0.89062,73,-97202.321,1380.12, 200       50   14   59    7 2355         -1.000,
7,0.65934,0.51282,0.99788,0.92308,68,-97117.875,1430.087, 200       54   12   57    5 2357         -1.000,
8,0.65934,0.51724,0.99746,0.90909,69,-96878.189,1402.998, 200       53   14   56    6 2356         -1.000,
9,0.67021,0.5339,0.99704,0.9,67,-97097.076,1419.991, 200       58   10   55    7 2355         -1.000,
10,0.62983,0.49565,0.99619,0.86364,75,-96724.663,1379.193, 200       49   16   58    9 2353         -1.000,
Avg,0.66646,0.52435,0.99759,0.91457,67.5,-96969.006,1396.001,200,        NaN
Std,0.02884,0.02525,0.00097,0.03457,5.196,162.729,26.251,0,        NaN
