1,0.54795,0.51282,0.97869,0.58824,40,-6040.974,345.76, 200       13   14   19   14  643         -1.000,
2,0.69863,0.68,0.98478,0.71831,30.5,-6131.16,364.457, 200       17   17   12   10  647         -1.000,
3,0.66667,0.62791,0.98326,0.71053,30,-5914.984,353.677, 200       24    6   16   11  646         -1.000,
4,0.52055,0.48718,0.97717,0.55882,42,-6005.056,363.535, 200       12   14   20   15  642         -1.000,
5,0.6,0.525,0.9863,0.7,34,-5809.939,362.209, 200       15   12   19    9  648         -1.000,
6,0.64865,0.61538,0.98326,0.68571,33,-5880.441,361.455, 200       17   14   15   11  646         -1.000,
7,0.73684,0.7,0.98782,0.77778,26,-5670.905,367.004, 200       22   12   12    8  649         -1.000,
8,0.68919,0.62963,0.98782,0.76119,28.5,-6020.758,365.415, 200       20   11   15    8  649         -1.000,
9,0.58108,0.5443,0.98021,0.62319,37.5,-6190.899,359.305, 200       15   13   18   13  644         -1.000,
10,0.67089,0.65432,0.98174,0.68831,31.5,-6057.296,359.643, 200       21   11   14   12  645         -1.000,
Avg,0.63604,0.59765,0.98311,0.68121,33.3,-5972.241,360.246,200,        NaN
Std,0.06681,0.07088,0.0035,0.06736,4.869,147.413,6.004,0,        NaN
