1,0.93333,0.875,1,1,1,-6832.718,31.206, 200        7    0    1    0   28         -1.000,
2,0.92857,0.86667,1,1,1.5,-6861.412,32.726, 200        6    1    1    0   28         -1.000,
3,0.93333,0.875,1,1,1,-6661.593,31.086, 200        7    0    1    0   28         -1.000,
4,1,1,1,1,1,-6857.983,32.182, 200        6    2    0    0   28         -1.000,
5,0.92857,0.86667,1,1,1.5,-6766.629,31.497, 200        6    1    1    0   28         -1.000,
6,0.8,0.85714,0.92857,0.75,4,-6720.239,32.233, 200        5    2    1    2   26         -1.000,
7,0.92857,0.86667,1,1,1.5,-6777.858,31.896, 200        6    1    1    0   28         -1.000,
8,1,1,1,1,0,-6746.844,31.333, 200        8    0    0    0   28         -1.000,
9,0.92857,0.86667,1,1,1.5,-6756.491,30.943, 200        6    1    1    0   28         -1.000,
10,0.92857,0.86667,1,1,1.5,-6773.924,31.107, 200        6    1    1    0   28         -1.000,
Avg,0.93095,0.89405,0.99286,0.975,1.45,-6775.569,31.621,200,        NaN
Std,0.05169,0.05319,0.02143,0.075,0.96,58.954,0.572,0,        NaN
