1,0.92857,0.86667,1,1,1.5,-2264.464,21.882, 200        6    1    1    0   28         -1.000,
2,0.8,0.75,0.96429,0.85714,3,-2414.917,21.859, 200        6    0    2    1   27         -1.000,
3,0.93333,0.875,1,1,1,-2343.839,22.125, 200        7    0    1    0   28         -1.000,
4,1,1,1,1,0.5,-2381.475,22.139, 200        7    1    0    0   28         -1.000,
5,0.92857,0.86667,1,1,1.5,-2283.657,21.935, 200        6    1    1    0   28         -1.000,
6,0.92857,0.86667,1,1,1.5,-2293.441,21.79, 200        6    1    1    0   28         -1.000,
7,0.8,0.75,0.96429,0.85714,3,-2231.21,21.979, 200        6    0    2    1   27         -1.000,
8,0.92857,0.86667,1,1,1.5,-2337.108,21.967, 200        6    1    1    0   28         -1.000,
9,0.92857,0.86667,1,1,1.5,-2262.794,21.691, 200        6    1    1    0   28         -1.000,
10,0.93333,0.875,1,1,1,-2278.818,21.84, 200        7    0    1    0   28         -1.000,
Avg,0.91095,0.85833,0.99286,0.97143,1.6,-2309.172,21.921,200,        NaN
Std,0.05925,0.06667,0.01429,0.05714,0.768,55.172,0.133,0,        NaN
