1,0.51807,0.34959,1,1,44.5,-43819.562,229.997, 200       17    9   40    0  462         -1.000,
2,0.47126,0.328,0.99134,0.83673,49.5,-44289.494,233.345, 200       17    7   42    4  458         -1.000,
3,0.55682,0.38583,1,1,41.5,-43974.891,229.762, 200       22    5   39    0  462         -1.000,
4,0.52326,0.36,0.99784,0.95745,44.5,-44547.579,232.726, 200       19    7   40    1  461         -1.000,
5,0.52273,0.36508,0.99567,0.92,45,-44590.679,229.997, 200       20    6   40    2  460         -1.000,
6,0.50575,0.34921,0.99567,0.91667,46,-44005.307,229.924, 200       19    6   41    2  460         -1.000,
7,0.53012,0.36066,1,1,44,-44012.632,225.643, 200       17   10   39    0  462         -1.000,
8,0.53409,0.37008,0.99784,0.95918,43.5,-43832.624,225.928, 200       21    5   40    1  461         -1.000,
9,0.52326,0.36,0.99784,0.95745,44.5,-44214.828,230.628, 200       19    7   40    1  461         -1.000,
10,0.50562,0.35433,0.99351,0.88235,46.5,-44070.825,227.064, 200       20    5   41    3  459         -1.000,
Avg,0.5191,0.35828,0.99697,0.94298,44.95,-44135.842,229.502,200,        NaN
Std,0.02113,0.0143,0.00277,0.05159,1.993,257.017,2.465,0,        NaN
