   1,  0.68571,  0.60000,  0.99412,  0.80000,39.0, -28070.122,     49.015, 200       30   12   24    9 1521         -1.000
   2,  0.60952,  0.53333,  0.99150,  0.71111,47.0, -28326.450,     49.241, 200       26   12   28   13 1517         -1.000
   3,  0.56863,  0.47541,  0.99216,  0.70732,49.0, -28409.328,     50.082, 200       24   10   32   12 1518         -1.000
   4,  0.52041,  0.44348,  0.99020,  0.62963,55.5, -28437.224,     45.826, 200       17   17   32   15 1515         -1.000
   5,  0.65049,  0.56303,  0.99346,  0.77011,42.5, -28191.061,     48.312, 200       27   13   26   10 1520         -1.000
   6,  0.52475,  0.45299,  0.98954,  0.62353,55.5, -28230.472,     48.597, 200       19   15   32   16 1514         -1.000
   7,  0.51485,  0.43333,  0.99020,  0.63415,55.0, -28533.120,     44.428, 200       20   12   34   15 1515         -1.000
   8,  0.49020,  0.42373,  0.98824,  0.58140,59.0, -28412.141,     45.505, 200       18   14   34   18 1512         -1.000
   9,  0.58416,  0.49580,  0.99216,  0.71084,48.5, -28666.219,     46.959, 200       23   13   30   12 1518         -1.000
  10,  0.58416,  0.50427,  0.99150,  0.69412,49.5, -28241.707,     51.547, 200       22   15   29   13 1517         -1.000
Avg,  0.57329,  0.49254,  0.99131,  0.68622,50.050, -28351.784,     47.951,200.000,        NaN
Std,  0.05970,  0.05553,  0.00171,  0.06523,5.968,    166.927,      2.115,  0.000,        NaN
