   1,  0.71212,  0.62667,  0.99239,  0.82456,27.5,  -5781.539,     43.600, 200       15   17   14    5  652         -1.000
   2,  0.84286,  0.76623,  0.99696,  0.93651,18.5,  -5793.299,     39.937, 200       22   15    9    2  655         -1.000
   3,  0.75758,  0.69444,  0.99239,  0.83333,26.0,  -5806.680,     38.105, 200       15   20   11    5  652         -1.000
   4,  0.75342,  0.67901,  0.99239,  0.84615,23.5,  -5653.748,     39.575, 200       22   11   13    5  652         -1.000
   5,  0.77941,  0.70667,  0.99391,  0.86885,23.5,  -5544.916,     41.458, 200       18   17   11    4  653         -1.000
   6,  0.76389,  0.69620,  0.99239,  0.84615,23.5,  -5656.192,     41.761, 200       21   13   12    5  652         -1.000
   7,  0.76316,  0.74359,  0.98782,  0.78378,25.0,  -5634.647,     42.454, 200       22   14   10    8  649         -1.000
   8,  0.83562,  0.77215,  0.99543,  0.91045,18.5,  -5989.236,     40.102, 200       24   13    9    3  654         -1.000
   9,  0.72222,  0.66667,  0.98935,  0.78788,27.0,  -5886.804,     40.920, 200       19   14   13    7  650         -1.000
  10,  0.76471,  0.70270,  0.99239,  0.83871,25.0,  -5909.634,     40.427, 200       17   18   11    5  652         -1.000
Avg,  0.76950,  0.70543,  0.99254,  0.84764,23.800,  -5765.669,     40.834,200.000,        NaN
Std,  0.03984,  0.04269,  0.00250,  0.04557,2.968,    133.600,      1.486,  0.000,        NaN
