   1,  0.49485,  0.47059,  0.98436,  0.52174,108.0, -10856.112,    255.106, 200       38   20   54   44 2770         -1.000
   2,  0.51596,  0.46860,  0.98721,  0.57396,99.5, -10614.619,    247.495, 200       40   17   55   36 2778         -1.000
   3,  0.46231,  0.43810,  0.98294,  0.48936,114.0, -11270.022,    259.053, 200       39   14   59   48 2766         -1.000
   4,  0.51064,  0.48000,  0.98579,  0.54545,104.0, -10967.450,    264.432, 200       36   24   52   40 2774         -1.000
   5,  0.53202,  0.52427,  0.98365,  0.54000,104.0, -11025.798,    271.928, 200       45   18   49   46 2768         -1.000
   6,  0.55556,  0.52764,  0.98685,  0.58659,96.5, -10750.190,    257.432, 200       40   25   47   37 2777         -1.000
   7,  0.49474,  0.46535,  0.98507,  0.52809,107.0, -10810.264,    299.201, 200       36   22   54   42 2772         -1.000
   8,  0.54098,  0.48768,  0.98863,  0.60736,94.5, -11008.094,    253.863, 200       39   21   52   32 2782         -1.000
   9,  0.53886,  0.50485,  0.98650,  0.57778,98.0, -11135.889,    274.860, 200       43   18   51   38 2776         -1.000
  10,  0.55208,  0.51961,  0.98685,  0.58889,96.0, -10995.154,    273.194, 200       43   20   49   37 2777         -1.000
Avg,  0.51980,  0.48867,  0.98579,  0.55592,102.150, -10943.359,    265.656,200.000,        NaN
Std,  0.02817,  0.02813,  0.00167,  0.03495,5.979,    181.311,     14.139,  0.000,        NaN
