   1,  0.28016,  0.18947,  0.99466,  0.53731,190.0, -26324.566,    156.927, 200       31   10  154   31 5769         -1.000
   2,  0.31349,  0.20735,  0.99621,  0.64228,177.5, -26111.714,    151.886, 200       35    9  151   22 5778         -1.000
   3,  0.23622,  0.15789,  0.99414,  0.46875,199.0, -26206.455,    155.330, 200       25   10  160   34 5766         -1.000
   4,  0.33459,  0.23360,  0.99466,  0.58940,181.5, -29299.270,    158.440, 200       40    9  146   31 5769         -1.000
   5,  0.36502,  0.25397,  0.99552,  0.64865,173.0, -32835.846,    158.152, 200       42   12  141   26 5774         -1.000
   6,  0.28788,  0.20000,  0.99379,  0.51351,193.0, -27076.888,    152.997, 200       33   10  152   36 5764         -1.000
   7,  0.28740,  0.18961,  0.99569,  0.59350,183.5, -26093.221,    152.275, 200       34    5  156   25 5775         -1.000
   8,  0.27203,  0.18734,  0.99379,  0.49650,195.5, -26689.730,    154.860, 200       30   11  154   36 5764         -1.000
   9,  0.27376,  0.18750,  0.99397,  0.50704,194.0, -27999.667,    152.469, 200       33    6  156   35 5765         -1.000
  10,  0.33459,  0.23238,  0.99483,  0.59732,180.5, -29069.447,    153.077, 200       41    7  147   30 5770         -1.000
Avg,  0.29851,  0.20391,  0.99472,  0.55943,186.750, -27770.680,    154.641,200.000,        NaN
Std,  0.03608,  0.02702,  0.00080,  0.05987,8.250,   2036.802,      2.357,  0.000,        NaN
