   1,  0.46746,  0.34199,  0.99407,  0.73832,97.5, -32901.985,     59.970, 200       32   15   76   14 2348         -1.000
   2,  0.48485,  0.34483,  0.99619,  0.81633,92.0, -32601.978,     50.955, 200       33   14   76    9 2353         -1.000
   3,  0.46154,  0.33333,  0.99450,  0.75000,97.0, -33074.130,     54.083, 200       33   12   78   13 2349         -1.000
   4,  0.50303,  0.35622,  0.99704,  0.85567,88.5, -32986.445,     51.068, 200       35   13   75    7 2355         -1.000
   5,  0.52326,  0.38793,  0.99534,  0.80357,89.0, -32934.162,     57.828, 200       38   14   71   11 2351         -1.000
   6,  0.50299,  0.36207,  0.99619,  0.82353,90.0, -32762.640,     63.683, 200       35   14   74    9 2353         -1.000
   7,  0.46250,  0.32456,  0.99619,  0.80435,95.0, -32551.870,     54.480, 200       28   18   77    9 2353         -1.000
   8,  0.56322,  0.41525,  0.99704,  0.87500,81.0, -32716.154,     53.905, 200       44   10   69    7 2355         -1.000
   9,  0.52121,  0.38053,  0.99619,  0.82692,89.0, -32765.361,     52.283, 200       33   20   70    9 2353         -1.000
  10,  0.49419,  0.36797,  0.99407,  0.75221,94.5, -32654.826,     54.602, 200       35   15   73   14 2348         -1.000
Avg,  0.49842,  0.36147,  0.99568,  0.80459,91.350, -32794.955,     55.286,200.000,        NaN
Std,  0.03031,  0.02615,  0.00107,  0.04322,4.707,    164.176,      3.859,  0.000,        NaN
